Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments
S06166,Arabic,76,95,Tend while baby day high hour he education human front move.
S09694,Geography,98,90,May question chair commercial fund tonight born.
S05708,English,58,100%,Wish though choice music more threat successful appear.
S10970,Arabic,71,100%,Entire option her size during policy history.
S03476,Geography,86,100%,Public state similar after court according American true next if employee TV about.
S10268,Math,96,80%,Just man perform technology total indicate always game consider somebody film.
S02781,History,52,90,Lose letter south radio property marriage forward will east with answer.
S03280,History,51,100%,People let notice sense research call.
S03178,English,58,80%,  
S05013,History,76,-5,Color community pick glass want maybe car government account catch.
S10997,English,59,-5,Open whose could however along none candidate particular black exactly however learn.
S00433,English,48,95,Everybody factor rate buy result local thing.
S06191,Geography,77,80%,Movie apply Mrs Democrat truth finish long find film statement.
S07782,Geography,102,80%,She significant easy sound series thank worker growth candidate cost pattern school discover ball.
S00818,English,59,-5,After top need today plan lead low deep condition form mother will.
S09243,Math,62,100%,Lead rich structure international force tree responsibility able short try in.
S08909,Geography,46,80%,East choice thousand despite American out sort explain return yard understand stage marriage.
S03662,Arabic,92,95,Board understand popular town hair affect personal how score production far resource.
S12016,Arabic,85,-5,Career represent last easy development certainly husband his mean.
S11463,English,53,80%,  
S10898,English,102,100%,Attention home into artist rest number.
S04919,English,47,90,Marriage apply Democrat investment everything nice such make benefit.
S00631,English,104,-5,Explain Mrs special source whose upon wish just brother where firm.
S04707,English,71,80%,Plant reveal role structure foot next.
S09733,Arabic,62,90,Message financial present civil behavior painting especially very understand activity those.
S04792,History,86,-5,Where sea travel heart resource guy real treatment young.
S04775,Math,63,95,Including gun investment politics end bed reveal however official.
S09093,Science,60,90,Election activity though station sound size amount task the deep nearly.
S01771,Arabic,44,90,Table seek assume top field office serve half him author learn play letter.
S05912,Arabic,55,95,  
S12108,Science,83,95,Bed brother answer over hand story national become response develop.
S05352,History,96,90,Side when respond stop talk none sit shoulder scene start.
S10348,Arabic,80,100%,Air yeah identify simply reduce adult until.
S02391,History,41,100%,People out start economic major finish image recent Mrs.
S02146,English,107,100%,Staff protect test theory than my social stock war those such commercial.
S04218,Arabic,62,90,Along why page goal against sure admit wall appear dog almost white spring.
S10893,Geography,109,95,Effort national alone cell material analysis they stage next more.
S04546,Geography,59,-5,Part class although participant you region appear woman yourself.
S10725,Arabic,63,100%,  
S05855,English,50,95,Yet structure it push do air.
S06980,English,104,100%,Now necessary meeting only which word.
S02807,Science,62,80%,Like somebody one computer Republican call line billion.
S03307,History,106,80%,Simply assume vote meeting building statement.
S09069,Arabic,95,80%,Pay stand middle even chance church while without once.
S00347,Math,52,80%,Program positive always about agreement culture view party your take expert me city.
S00468,Science,76,-5,Inside finish beyond nothing other possible news leg year back claim.
S11964,Math,44,-5,Human call themselves happen price treatment strategy myself first specific image animal.
S04460,History,60,80%,Message several full choose machine understand up science.
S00112,English,60,95,Several read thought live receive edge seem Democrat.
S06222,Geography,44,-5,Of everyone each bar other everything moment song ask what job.
S01181,English,71,90,Institution few practice town perform up cultural.
S00858,Geography,73,80%,National nor for enjoy within prove challenge business cell also summer cup.
S11251,Arabic,67,95,Safe scientist ball see many girl bed painting year military sense.
S01867,History,99,100%,Traditional treatment public travel order short whom energy message early seat.
S08316,Arabic,99,90,Child detail market itself director forward.
S05024,History,103,-5,  
S07056,Geography,66,100%,Identify analysis drop environmental some article themselves worry ready ability husband him exactly.
S10925,English,50,-5,Our thus since by work write court smile little class produce relationship everyone.
S09755,English,47,100%,  
S07657,Arabic,83,-5,Finally not money kitchen your deal Republican tend kid sister.
S03995,Arabic,102,-5,About before rate buy huge resource until bill.
S02834,Arabic,67,100%,Born receive western three theory clear value market soldier power.
S09548,Math,109,95,Compare specific read base why factor own.
S01894,Arabic,45,100%,Seven theory let according new expect rock believe soon.
S08481,Science,44,95,Response contain director forget nation something through science child.
S00720,History,63,100%,Past medical world sign range west teacher herself forget.
S06813,History,105,100%,Hotel simple speech different rock have happy future always source every.
S01734,Science,94,95,Tell hotel ready a performance again.
S03514,English,88,90,Talk give among such safe country where even good.
S09758,Arabic,73,80%,Deal technology series report sit set establish more.
S03032,Geography,92,100%,Conference wear worry them easy like.
S02685,English,88,-5,Rather above hour perform great mention.
S03246,Geography,81,95,  
S03821,Arabic,87,90,Happy toward instead least space first heavy term someone will recognize.
S03997,Math,49,80%,Challenge son develop final news arm reduce.
S03420,Science,100,100%,Customer final add who she history short herself state not think run.
S09894,English,109,-5,Discussion number ago dog market might sense leave visit.
S07427,Science,107,100%,Father argue understand one spring TV medical bar truth successful major result several.
S06659,English,55,100%,What bad doctor near manager over reality same notice allow.
S03592,English,103,95,National simple pass conference call sister free.
S04105,English,96,80%,Number involve safe high grow away past down.
S06837,Math,73,80%,  
S05842,Math,67,95,Director education discuss against analysis science TV.
S03533,Math,75,90,Eat professional financial behavior owner training position culture star many.
S00667,Math,72,80%,Go him practice development nature just risk voice although center person leader.
S10964,Science,74,-5,Practice class week fast chance network year social within available later life low.
S02706,English,55,90,Step through build politics approach return.
S10533,Math,75,95,News across billion act population a become.
