Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S05492,Arabic,Out relationship environment.,2025-01-13,✅,B, 
S01404,Math,Clear with.,2024-10-05,not done,B,No
S04107,English,Technology however what about.,2025-02-03,✔,B,Yes
S03166,Science,Pay believe.,2025-03-06,❌,A,Yes
S08063,Math,Sort heart follow.,2024-12-15,pending,A,Yes
S10391,Geography,Media trial.,2024-12-01,✅,A,No
S02468,English,Once because forget.,2024-09-30,✔,C-, 
S08356,Geography,Right discussion statement black.,2024-11-11,✔,C-,No
S09746,History,Me town above.,2024-12-07, Done ,C,No
S05967,Arabic,Central various.,2024-12-06,✅,B,Yes
S05090,Geography,Local per.,2024-11-08,❌,D,Yes
S00058,Science,Through.,2025-01-01,❌,A+,Yes
S08253,Arabic,Education pretty kid power.,01/04/2025,✅,A, 
S00501,Math,Television everybody morning.,2024-11-30,❌,C-, 
S08077,Math,Republican some.,2024-11-22, Done ,F,No
S00134,English,Seven still.,2024-12-22,not done,B,No
S07066,Arabic,Miss ability.,2025-03-01,pending,B, 
S01468,English,Technology either early sign.,2024-11-12,❌,C,No
S00966,Math,No grow him.,2024-09-19, Done ,A+,Yes
S03835,Geography,We its.,2024-11-05,pending,C-, 
S04395,Geography,Current nature exist.,2024-11-23, Done ,B-,No
S03652,Math,Raise report.,01/30/2025, Done ,B,No
S05224,Geography,Return consider.,2024-11-28,not done,B-,No
S02746,History,View million recent.,02/10/2025,❌,F, 
S09723,History,Hand soon notice.,2024-09-13,pending,B, 
S07550,History,Guy subject phone.,2025-01-12,✅,C-,No
S06444,Science,Sign deal if.,09/29/2024,not done,B, 
S06164,History,Song growth.,2025-01-30,❌,A,Yes
S08150,History,Two require need.,2024-09-22, Done ,F,Yes
S06389,Geography,Month several send whole.,2025-01-16,not done,B-,Yes
S01135,History,During together prove.,2025-01-10,❌,C,Yes
S06609,Geography,Painting.,11/08/2024,✅,F,No
S09507,English,Chair civil.,2025-02-21,✔,D, 
S05976,Geography,Responsibility.,09/27/2024,pending,F,Yes
S08571,Math,Under bit.,2025-02-16,pending,A+,Yes
S00074,Math,World media fund.,2024-11-26,❌,C-,No
S10053,English,Example effect mother throughout.,2024-11-29, Done ,B,No
S00046,Math,Pretty.,2025-02-16,pending,F,No
S08012,Math,Drive weight pattern.,12/10/2024,pending,F,No
S01345,Arabic,As during.,2025-02-05,not done,A,No
S05428,History,Language building sound country.,2024-10-24,✅,D, 
S09274,Science,North else live hot.,2025-01-24,❌,C, 
S11360,Arabic,Necessary.,2024-12-05,pending,F, 
S06819,Science,Stop parent wear.,2024-12-27,not done,A,No
S04725,History,Group image the.,2024-09-28,❌,A+,Yes
S00231,Arabic,End baby range.,2025-02-17,pending,B-,No
S08013,Science,Major who.,2025-01-31, Done ,A+,Yes
S01909,Science,Ground response.,2024-11-09,not done,F,Yes
S05328,Math,Truth appear even.,2025-01-21,✔,F, 
S00314,English,Body skill but.,2025-01-22,not done,A+,No
S05192,Math,Seem present.,2024-11-27, Done ,B-,Yes
S02061,Arabic,Town where.,2024-11-23, Done ,A,Yes
S01731,Geography,Their story.,2025-01-28,❌,B, 
S09024,Science,Thousand civil.,2025-03-05,not done,B, 
S04515,Math,Necessary history.,2024-12-14,pending,B-, 
S11639,Geography,Spring necessary plan.,2024-10-09,✅,A, 
S03969,Arabic,Despite method protect.,2024-12-20,not done,D,Yes
S11070,Geography,Among mind order.,2025-03-09, Done ,A, 
S02221,Science,Compare prepare international.,2024-10-28,✅,F, 
S08924,English,Let ahead choice.,02/06/2025,pending,C-, 
S11037,History,Year skill answer moment.,2025-02-06, Done ,C-,No
S01205,English,Nation between.,2024-12-30,✔,A+,No
S10721,English,Born community.,2025-02-27, Done ,B-,No
S00963,Science,Really public.,2025-02-16,pending,A,No
S00420,English,Build think.,2024-11-10, Done ,D, 
S05828,Math,More lead.,2024-10-27, Done ,A,No
S10193,Geography,Far prepare.,2024-11-06,pending,B, 
S08080,Geography,Add right.,2024-09-17, Done ,B, 
S10440,English,Draw run.,2024-12-11,not done,C-,No
S02446,Science,Trip my.,2025-02-24,✅,A,No
S08111,Math,Along house able.,09/13/2024,✔,F,Yes
S09527,History,Time north.,2024-09-09,❌,C,No
S10920,Arabic,Owner television seem.,2024-12-04,not done,A,No
S00890,Math,Individual since major.,2024-12-14,✅,C,No
S01214,Geography,And rate.,2024-12-31,✔,A+,No
S09341,Geography,Child deep.,2025-02-22,✔,D,No
S02484,History,However tree though.,2024-11-02,not done,A, 
S01828,History,View own mother.,2024-12-18, Done ,B,Yes
S10111,Arabic,Character music.,12/23/2024,❌,F, 
S08510,Arabic,In garden you.,2025-03-01,not done,A,Yes
S03389,English,Foot study establish.,2024-12-31,✔,A, 
S12062,Arabic,True step difference.,2025-01-18,not done,B-,No
S00947,Science,Focus throughout hear.,2024-09-26,not done,B,No
S09849,Arabic,Pm number may.,11/16/2024,✔,B-,Yes
S09544,Geography,How above remember whom.,2024-09-11,✔,C-,Yes
S06176,Geography,Debate authority.,2024-10-02,❌,F,No
S10557,Science,Compare fine really.,12/27/2024,✔,A+, 
S00836,Science,Name other.,2024-10-25,❌,B-,No
S12012,Math,Night station.,2024-11-24,not done,C-,Yes
S02472,Science,Compare modern.,2024-11-05,✔,A+,Yes
S02756,Geography,Really.,2024-10-20,❌,B-,Yes
S07980,Geography,Center reflect I.,2024-11-21,✔,B,No
S00458,Arabic,New see.,2025-01-10,❌,A,No
S07302,Geography,Trade.,2024-12-15,❌,C-,Yes
S00171,English,Reflect.,01/28/2025,✔,A,No
S07776,Geography,Member so.,01/12/2025,pending,C-,No
S00938,Science,Hospital determine all.,2024-09-11, Done ,A, 
S03187,Science,Tell.,10/07/2024,✔,C-,No
S01770,Geography,Attorney tough.,2025-03-02,not done,A+, 
S02688,English,Price government weight officer.,2025-01-28,✅,F,Yes
S09585,Geography,Game two fear.,2024-12-13,pending,F,No
S07590,History,Clearly newspaper.,2024-09-24,pending,F,No
S10951,Arabic,Walk staff health.,2024-11-06,✅,D,No
S00814,Math,Entire a agent.,03/04/2025, Done ,A,Yes
S07584,History,Player pay.,2025-01-25,pending,B, 
S11783,Geography,End call spring skin.,2024-11-29,✔,A+,No
S07042,English,Traditional note.,2024-11-09,✔,B-, 
S07959,Geography,Go what individual.,02/09/2025, Done ,C,No
S05336,Math,Gas box manage.,2024-12-11,pending,D,No
S09717,English,Example they.,2025-02-13,not done,B,No
S07906,Arabic,Late can personal.,01/17/2025,✅,B,Yes
S05467,Science,Poor tough.,09/28/2024,✔,A,Yes
S08248,Arabic,Recognize Democrat my.,2024-12-05,pending,B, 
S11626,Science,Event pick consumer charge.,09/15/2024,❌,A+,No
S00161,Geography,Than which financial.,2024-12-11, Done ,C-,No
S01636,Geography,Law type agent.,2025-01-16,✅,A,No
S01547,English,Firm hope.,2024-10-27,✔,A+, 
S00870,English,Professor physical.,2024-10-11,pending,D,Yes
S11023,Geography,Paper deep.,2025-01-05,pending,C,Yes
S07796,English,Approach factor.,2024-12-02,not done,C,No
S08289,Arabic,Husband stuff.,2025-03-04,✅,A,No
S11942,Math,Hair often.,2024-11-23,❌,B,Yes
S06250,English,Notice trip decade.,2024-09-18,✅,B,Yes
S09512,Science,Interest.,2024-12-31,✔,B,No
S03729,Math,Eye town opportunity.,09/10/2024,not done,F,No
S08798,Arabic,Structure especially yard.,2025-02-23,✅,A,Yes
S04211,Science,Road again.,01/15/2025,not done,B,No
S03922,Arabic,Raise.,2025-01-28, Done ,D,No
S11752,Math,Evening rather.,03/07/2025,❌,B,Yes
S07258,Math,Color change sit.,2024-10-18,pending,A+,No
S03331,Math,Have so.,2025-01-11,✅,B-,No
S02274,Math,There here mind before.,2025-01-11,pending,C-, 
S04582,Arabic,Detail to sure.,2025-03-02,pending,A+,Yes
S08139,English,Most political.,2024-10-27,not done,A+, 
S00809,English,Against character.,2025-01-07,pending,C,No
S09317,Science,According TV.,2025-01-18,✔,F,No
S06442,Science,Mean per check.,2024-09-24,✅,C, 
S09601,History,Admit wife.,2024-10-30,❌,B,Yes
S11577,Arabic,Provide music stock.,2025-01-22,✔,B,No
S00593,English,So natural.,2024-12-13,✅,A+,Yes
S02666,Science,Must speech land.,2024-11-18,❌,D, 
S11014,English,Bar team hard.,2024-11-14, Done ,F, 
S11522,Science,Month vote.,2025-03-06,❌,C,Yes
S10828,Science,Skill what Congress.,2024-12-22,❌,B-, 
S10541,Geography,Together.,2024-11-04,not done,C-, 
S10237,History,Important phone condition.,2025-02-02,✔,B-,Yes
S07528,Geography,If parent.,2024-09-10,✔,A, 
S03255,Geography,Wish seat.,2025-02-16, Done ,B, 
S07001,Geography,Produce appear might possible.,2024-11-23,pending,A, 
S07459,Arabic,Citizen tough think.,2024-09-14,✅,A+, 
S03056,History,Degree pull fine.,2025-02-28,pending,F,Yes
S10157,English,Staff just training.,2024-11-19,✅,C, 
S04619,Science,Particularly executive.,2025-02-11,✔,A,No
S02209,Geography,Rise arm international.,2024-12-07, Done ,C-,Yes
S04893,Geography,Never teach.,2024-12-22,pending,C-,Yes
S09358,History,Listen middle value.,2025-01-04,❌,C,No
S04759,Science,Be under.,2025-01-16,✔,C-,Yes
S01278,English,Oil she every.,2025-01-07,pending,D, 
S05891,Arabic,Big unit news quickly.,2025-01-13,not done,D,Yes
S00005,Geography,This young.,2024-11-28, Done ,C,Yes
S00080,Math,Usually bad.,2025-01-27, Done ,A,No
S07673,History,Job bill two.,02/01/2025,pending,F, 
S01481,Arabic,Alone.,2025-01-20,✔,A,No
S01088,History,Author middle.,2024-09-18,pending,A,Yes
S07277,Science,Discussion commercial shake.,2024-11-18,✅,C,Yes
S00436,Arabic,Serve newspaper people.,2024-12-06,✅,A, 
S03145,History,We side.,02/13/2025,not done,A,Yes
S07365,History,Amount guy.,2024-09-22,✔,C-, 
S11468,Arabic,Table.,2024-11-17, Done ,A,No
S09282,Science,Who see.,2024-11-25, Done ,F,Yes
S08506,History,Practice character reach.,02/02/2025, Done ,A+,No
S11525,Science,Level always.,10/04/2024,❌,A,No
S00121,Science,Prove season newspaper.,2024-09-14,pending,A, 
S02490,History,Magazine would loss.,2025-02-09,❌,C,Yes
S10042,Arabic,Same home she.,11/20/2024, Done ,A, 
S02465,Geography,Tonight save who.,2025-01-05,❌,F,No
S00430,Arabic,Tv fight.,2024-10-16,not done,A+,Yes
S02661,Arabic,Major.,2025-03-07,❌,A,Yes
S01951,Math,Find herself.,2024-12-21,not done,B-,No
S07123,English,Live relationship radio.,2025-01-19,❌,B, 
S07112,Math,Image imagine.,2024-11-26,pending,A,Yes
S08563,Science,Describe.,2024-12-12,not done,B,No
S03539,History,Smile again reveal.,02/07/2025,✔,F, 
S04310,Math,Fast major.,2024-10-31,pending,D,Yes
S05004,History,Chair.,2025-01-23,✅,C,No
S09152,History,Carry visit.,2025-02-16,✔,C-,Yes
S09236,English,Next prove staff.,2025-01-06,not done,D,No
S08435,Arabic,Structure build although.,2025-02-13,✔,B-, 
S09249,Arabic,Indicate college number.,2025-01-24,❌,F, 
S11009,English,Shoulder cultural.,10/23/2024,pending,C,Yes
S11731,Math,Small mind reach.,2024-09-30,✔,B-,Yes
S05997,Geography,Hand determine.,2025-02-25,pending,B-, 
S10606,Science,Station south.,2024-10-05,✅,A, 
S09014,Arabic,Reach since include.,2024-11-19,not done,D,Yes
S11942,Math,Radio without.,2024-10-07,not done,F, 
S04793,Arabic,Blood doctor.,01/11/2025,pending,A+,No
S01819,Math,You ability old tough.,02/16/2025,not done,A+, 
S11761,Science,Fill understand.,2025-02-23,not done,A+, 
S05197,History,Bank project.,2025-03-01,pending,B-, 
S08339,History,Miss simply carry.,2024-11-08,pending,B-,No
S12141,English,Many.,2025-03-05,not done,A,No
S07456,Arabic,Deal trade board.,11/21/2024,❌,C, 
S03216,Arabic,Until report.,2024-09-22, Done ,C-,No
S06095,Arabic,Spring those.,2024-11-19,❌,A, 
S03925,Geography,Argue who especially future.,2025-01-19,pending,D,Yes
S01099,Math,President save.,2024-12-07, Done ,F,No
S02701,Arabic,Street especially air.,2025-01-27, Done ,B,Yes
S05070,History,Customer play federal.,2024-11-25,not done,B,Yes
S11497,English,Republican this.,2024-11-04,pending,A+, 
S06732,Geography,Area billion.,2024-12-22,✅,A,No
S12004,History,Institution fish.,2025-01-18,✔,A, 
S11341,Arabic,Everybody school.,2024-09-10,✅,B, 
S05686,Geography,Body through skin.,2024-10-23,✅,C-, 
S12063,History,Why its.,2024-12-11,pending,C-, 
S01772,Arabic,Prove rise.,11/09/2024,❌,F,No
S11351,Science,Among hair.,2024-12-07,✅,D,Yes
S09193,History,Cut model it.,2025-03-01,✅,B,Yes
S07499,English,Management bag we.,2025-01-28,✅,F,Yes
S05371,English,Tough music.,2025-02-20,✅,F,No
S11305,Geography,Company perform company.,2024-10-30, Done ,C-,No
S02132,Arabic,Area without east center.,2024-10-06,✅,C-,Yes
S02705,Geography,Again ten.,2025-01-25,pending,C,Yes
S07650,History,Audience director hit.,12/01/2024,✅,D,No
S11066,Arabic,Movie relate.,11/05/2024,✔,F,Yes
S10298,Geography,Place artist.,2024-09-11,✅,B-,No
S04036,Geography,Attention man rich.,2025-02-12,not done,A+,Yes
S10781,Arabic,Success shoulder.,2024-09-27,pending,B,Yes
S00447,Math,Want clear today.,2025-03-04,pending,A, 
S09021,Science,Something ball only.,2025-01-08, Done ,F,Yes
S07076,History,Subject task part.,2025-01-04,❌,B-,Yes
S10327,Science,Economic rise fire.,2025-02-11,✅,B-, 
S06515,Science,Attack whatever old.,09/10/2024,✅,F,No
S00696,Arabic,Game war simple.,2025-02-13,✔,B-, 
S05685,Geography,Pass weight.,2024-10-28,✔,F, 
S07359,English,Win agree million.,01/13/2025, Done ,B-,No
S03883,History,Out training.,2025-01-18, Done ,B-,Yes
S09612,History,Wish conference rock.,2025-01-02,✔,A+, 
S02381,Math,You.,2024-12-01,✔,A+,Yes
S03290,Science,Study already role.,2024-11-13,✔,B,Yes
S05137,Science,President see enter.,2024-10-07, Done ,F,Yes
S07397,Geography,Memory growth message your.,2025-02-04, Done ,A,No
S10960,Math,Receive unit.,10/13/2024,✅,A+,No
S06065,Math,Consider notice appear.,2024-11-01, Done ,B,Yes
S05829,Geography,Everything sense hold.,2025-01-03,pending,A+,No
S00209,Science,Different interview cover.,2025-01-13,pending,C, 
S00373,English,Else growth kitchen.,2024-11-24,❌,B-, 
S06668,Science,Material.,2025-01-10, Done ,B,Yes
S00009,Math,Chance born.,2024-09-14,❌,B,No
S08838,English,Raise yeah.,2024-10-20,✔,B,Yes
S07820,Arabic,Recognize see.,2025-01-28,✔,B,Yes
S08576,Math,Officer address TV.,02/20/2025,not done,A+,Yes
S11873,Geography,Carry manager question.,2024-09-20, Done ,D, 
S08249,Math,What region.,2025-03-08,✔,A,No
S01246,Arabic,Try site past.,2025-02-21, Done ,C, 
S05306,Geography,See impact.,2024-12-22,✔,B-,Yes
S08554,History,Radio attack power.,2024-10-12,❌,A+,No
S06601,English,Specific agency attorney win.,01/10/2025,not done,B-,No
S03374,Geography,Half.,2024-11-18,pending,F,Yes
S09389,Arabic,Pressure according.,2024-12-04,pending,A, 
S01499,Math,Degree learn your.,2024-12-08,✅,B,Yes
S02959,Arabic,Scene spend.,2024-12-13,✔,D,Yes
S08932,English,Thing result.,2024-11-12,❌,D,Yes
S08324,Science,Heart his.,2025-01-13,not done,A+,No
S01957,English,Center economy after.,2025-02-02,not done,A,Yes
S08279,Arabic,North according.,2024-12-02, Done ,B-,Yes
S07032,History,Nothing notice also.,2024-11-23,✔,D, 
S09576,English,Institution happy.,2024-09-20, Done ,A+,Yes
S03735,Math,Yard heart.,10/11/2024,❌,B-,Yes
S09601,English,Leave do something.,2024-10-05,❌,A+, 
S11449,Science,Who situation.,2025-03-03,not done,C-, 
S10027,Arabic,Teach eight painting.,2024-10-05,pending,D,No
S02438,Science,Financial it race.,2024-11-01,pending,B, 
S06531,Math,Yeah usually partner.,03/05/2025,not done,A+,No
S08834,English,Song product space.,12/27/2024,❌,B-,Yes
S09346,Geography,Fall face.,2024-10-29, Done ,D,Yes
S05961,Math,Peace leader evening.,2024-10-09,not done,C,No
S02274,Geography,Rather away public.,2024-09-20,✅,B, 
S09850,Arabic,Certainly central day.,2024-09-11,❌,C-,No
S10381,English,Fast majority never under.,2025-02-23,✅,B-, 
S03519,Math,Interesting place very.,2024-10-01,not done,B,Yes
S05820,Geography,Stage new.,2024-11-22,pending,C-,Yes
S08890,English,Back back condition our.,2025-02-08,✅,D, 
S08728,Science,Contain I.,2024-12-21,not done,B,Yes
S10100,Math,Sound move.,2025-02-21,✅,C-,No
S04930,Science,Major standard.,2024-12-16,✔,C, 
S00396,Arabic,Bad moment.,2025-01-07,❌,C-,Yes
S02232,English,Recently build speak.,2024-12-22, Done ,A,Yes
S09906,Geography,Near.,2024-12-04,❌,F,No
S11462,Arabic,By line only need.,2025-02-19,✅,B-, 
S11303,Math,Price whom specific.,01/26/2025,✔,D,No
S07004,Science,Everybody compare.,01/27/2025,pending,C-, 
S02816,Arabic,Agreement ready.,2024-10-13, Done ,A+,No
S12010,Arabic,Sometimes season.,2024-12-10,pending,A,No
S01674,Math,Country fall can.,2025-02-08,not done,C,No
S01454,Science,Within stop suffer.,2024-10-09,not done,B,No
S09196,Geography,Imagine firm data.,2024-12-24, Done ,B, 
S10447,History,Television level.,2024-09-21,❌,F,Yes
S09258,History,White here.,12/22/2024,not done,C-, 
S04327,Geography,Condition could behind still.,2024-12-07,not done,B,No
S07865,History,Senior more.,09/30/2024,❌,C,No
S06258,Math,Another air source.,2025-03-05, Done ,C-,No
S11560,History,Although discussion.,2025-02-03,✅,B-,No
S08597,English,Country different.,2025-01-18,✅,F, 
S05169,Arabic,Strategy impact road.,01/29/2025, Done ,A,No
S03020,Geography,Class house.,2025-01-03,✔,C-,Yes
S09811,Science,Boy.,2024-09-30,✔,C, 
S07638,Geography,Agency which far.,12/01/2024,not done,B-,No
S11843,Science,Continue increase already myself.,10/15/2024,pending,A, 
S10274,Geography,After yes.,2024-11-17,pending,C-, 
S02176,History,Be physical them.,10/29/2024,not done,A+, 
S04739,Geography,Financial war plan even.,2025-01-29,✔,B, 
S03420,English,Trip.,2024-11-08,not done,F,No
S05870,Geography,Daughter staff toward.,09/21/2024,not done,C-, 
S04416,History,Realize you adult.,2025-02-23,not done,D, 
S09756,Arabic,First second represent build.,2024-09-30,not done,B, 
S07911,Geography,Poor player party.,2024-12-20,❌,D, 
S11905,Math,Option commercial environment.,2024-10-20, Done ,A,Yes
S10023,History,Arm by blue.,2025-01-21, Done ,D,Yes
S08958,English,Truth rich simply.,2024-11-01,❌,C, 
S10980,English,Chance.,2024-10-25,not done,B,No
S08949,Geography,Age project computer.,2024-11-07,✔,F, 
S08972,Geography,Have generation.,2025-01-14,✔,D, 
S12143,Math,Near doctor yard.,2024-10-13,not done,B,No
S11901,Arabic,Against.,2024-10-05,✅,C,Yes
S06243,English,Finally short.,2024-11-23,not done,F, 
S00780,Geography,Visit hospital drop.,2025-01-26,❌,C,Yes
S05985,Geography,Peace born direction decade.,2025-03-02,not done,B-, 
S07576,English,His.,2024-12-19,✔,A+, 
S02412,Arabic,Method too.,10/18/2024,✅,B-, 
S09779,English,Choose stay.,2024-09-12, Done ,F,No
S06690,Math,Class young miss.,2024-09-11, Done ,B, 
S06640,Math,Me style.,2024-11-13, Done ,A+, 
S06209,Science,People different.,2025-01-19,pending,B,No
S12122,English,Start production.,2025-01-10,❌,C,No
S11554,Arabic,Participant professor response.,2024-11-16,❌,C-,Yes
S05922,Math,Try.,2025-01-11,✔,F,No
S01314,Math,Area at.,2025-01-10,✔,C-, 
S11206,Math,Little employee pass.,02/07/2025,❌,B-,No
S07717,Arabic,Catch must.,2024-11-16,not done,B-,Yes
S06576,Math,Dream art style.,12/06/2024,✔,B-,Yes
S09559,History,Pay television.,2024-12-29,not done,B, 
S10171,Arabic,Accept no hear.,02/02/2025,❌,C,No
S10181,Arabic,Nothing particular everything develop.,2024-09-28,not done,C,Yes
S06068,Arabic,Support must watch allow.,2024-12-03,✔,F,Yes
S11281,History,Tv who near.,2024-11-28,✅,B-,Yes
S10987,Arabic,Maybe responsibility industry leader.,2024-11-27,✔,C,Yes
S01160,Science,Join.,2025-01-14,❌,B,No
S02123,Science,Billion though visit.,2025-01-01, Done ,C-,No
S01543,History,Budget care after.,2024-10-18,❌,A,Yes
S09581,History,Rise remain writer accept.,01/26/2025,❌,C-,No
S10672,English,Discover out common.,02/23/2025, Done ,D,No
